nli_id,nli_url,heb_heading,rom_heading,wikidata,wikidata_url,wikidata_says,wikidata_label,kima_id,kima_url,kima_heb,kima_rom,kima_location_type_id,kima_location_type_meaning,distance_km,feature_extent_km,classifier_bucket,classifier_bucket_meaning,period,existing_he_type,why
987007540907105171,https://www.nli.org.il/he/authorities/987007540907105171,המישורים הגדולים,Great Plains,Q12707,https://www.wikidata.org/wiki/Q12707,plain / region,Great Plains,1286,https://data.geo-kima.org/Places/Details/1286,המישורים הגדולים,Great Plains,2,region / extended feature,278.6,,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20250212-20250218,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007545592305171,https://www.nli.org.il/he/authorities/987007545592305171,נהר דלאוור,Delaware River (N.Y.-Del. and N.J.),Q143762,https://www.wikidata.org/wiki/Q143762,river,Delaware River,1025,https://data.geo-kima.org/Places/Details/1025,נהר דלאוור,Delaware River (N.Y.-Del. and N.J.),1,settlement / point feature,279.5,579.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007551173405171,https://www.nli.org.il/he/authorities/987007551173405171,נהר סנט לורנס,Saint Lawrence River,Q134750,https://www.wikidata.org/wiki/Q134750,river,St. Lawrence River,2028,https://data.geo-kima.org/Places/Details/2028,נהר סנט לורנס,Saint Lawrence River,2,region / extended feature,1052.6,1197.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007552895605171,https://www.nli.org.il/he/authorities/987007552895605171,אגם אירי,"Erie, Lake",Q33250858,https://www.wikidata.org/wiki/Q33250858,lake / lake,Erie Lake,1250,https://data.geo-kima.org/Places/Details/1250,אגם אירי,"Erie, Lake",2,region / extended feature,1288.0,388.0,homonym,two same-named places; which one did NLI mean,20250212-20250218,אגם,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007546379905171,https://www.nli.org.il/he/authorities/987007546379905171,נהר ובאש,Wabash River,Q196183,https://www.wikidata.org/wiki/Q196183,river,Wabash River,73377,https://data.geo-kima.org/Places/Details/73377,נהר ובאש,Wabash River,0,no type recorded in Kima,399.8,960.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007536343705171,https://www.nli.org.il/he/authorities/987007536343705171,נהר הריין,Rhine River,Q584,https://www.wikidata.org/wiki/Q584,river / main stem / waterway / national waterways in Germany,Rhine,2041,https://data.geo-kima.org/Places/Details/2041,נהר הריין,Rhine River,0,no type recorded in Kima,190.6,1232.7,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007554147805171,https://www.nli.org.il/he/authorities/987007554147805171,איבר,Ibar River,Q392840,https://www.wikidata.org/wiki/Q392840,river,Ibar,90492,https://data.geo-kima.org/Places/Details/90492,איבר,Ibar River,0,no type recorded in Kima,116.7,276.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007555737605171,https://www.nli.org.il/he/authorities/987007555737605171,נהר אוויהי,Owyhee River,Q2042749,https://www.wikidata.org/wiki/Q2042749,river,Owyhee River,83943,https://data.geo-kima.org/Places/Details/83943,נהר אוויהי,Owyhee River,0,no type recorded in Kima,277.3,557.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007538498005171,https://www.nli.org.il/he/authorities/987007538498005171,נהר קנאוהא (וירג'יניה המערבית),Kanawha River (W. Va.),Q918867,https://www.wikidata.org/wiki/Q918867,river,Kanawha River,2635,https://data.geo-kima.org/Places/Details/2635,נהר קנאוהא (מערב וירג'יניה),Kanawha River (W. Va.),1,settlement / point feature,111.4,156.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007560417705171,https://www.nli.org.il/he/authorities/987007560417705171,ים האירי,Irish Sea,Q41735,https://www.wikidata.org/wiki/Q41735,sea,Irish Sea,1329,https://data.geo-kima.org/Places/Details/1329,ים האירי,Irish Sea,2,region / extended feature,27.3,,extended-feature,both points lie on the feature — no real move,20250212-20250218,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007560969105171,https://www.nli.org.il/he/authorities/987007560969105171,נהר ססקאצ'ואן הצפוני (אלברטה וססקצ'ואן),South Saskatchewan River (Alta. and Sask.),Q2242,https://www.wikidata.org/wiki/Q2242,river,South Saskatchewan River,84936,https://data.geo-kima.org/Places/Details/84936,נהר ססקאצ'ואן הצפוני (אלברטה וססקצ'ואן),South Saskatchewan River (Alta. and Sask.),0,no type recorded in Kima,585.5,1004.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007531901105171,https://www.nli.org.il/he/authorities/987007531901105171,נהר לאופולה (זמביה וקונגו),Luapula River (Zambia and Congo),Q151858,https://www.wikidata.org/wiki/Q151858,river,Luapula River,3223,https://data.geo-kima.org/Places/Details/3223,נהר לאופולה (זמביה וקונגו),Luapula River (Zambia and Congo),1,settlement / point feature,265.7,560.0,extended-feature,both points lie on the feature — no real move,20250618-20250624,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007295598005171,https://www.nli.org.il/he/authorities/987007295598005171,האוקיינוס האנטרקטי,Antarctic Ocean,Q7354,https://www.wikidata.org/wiki/Q7354,ocean,Southern Ocean,1893,https://data.geo-kima.org/Places/Details/1893,אוקיינוס האנטרקטי,Antarctic Ocean,2,region / extended feature,4313.9,5087.4,extended-feature,both points lie on the feature — no real move,20250625-20250630,אוקיינוס,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529700705171,https://www.nli.org.il/he/authorities/987007529700705171,נהר ברזינה (בלארוס),Berezina River (Belarus),Q207927,https://www.wikidata.org/wiki/Q207927,river,Berezina,76471,https://data.geo-kima.org/Places/Details/76471,נהר ברזינה (בלארוס),Berezina River (Belarus),0,no type recorded in Kima,308.2,613.0,extended-feature,both points lie on the feature — no real move,20251216-20251222,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007592954905171,https://www.nli.org.il/he/authorities/987007592954905171,נהר סלוץ' (בלארוס),Sluch River (Belarus),Q1786479,https://www.wikidata.org/wiki/Q1786479,river,Sluč,72858,https://data.geo-kima.org/Places/Details/72858,נהר סלוץ' (בלארוס),Sluch River (Belarus),0,no type recorded in Kima,131.1,228.0,extended-feature,both points lie on the feature — no real move,20251216-20251222,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007534563005171,https://www.nli.org.il/he/authorities/987007534563005171,נהר סקלפטה (שוודיה),Skellefte River (Sweden),Q1410160,https://www.wikidata.org/wiki/Q1410160,river,Skellefte River,73403,https://data.geo-kima.org/Places/Details/73403,נהר סקלפטה (שבדיה),Skellefte River (Sweden),0,no type recorded in Kima,328.2,410.0,extended-feature,both points lie on the feature — no real move,20260115-20260121,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007283261305171,https://www.nli.org.il/he/authorities/987007283261305171,הים השחור,Black Sea,Q166,https://www.wikidata.org/wiki/Q166,adjacent sea,Black Sea,1856,https://data.geo-kima.org/Places/Details/1856,הים השחור,Black Sea,2,region / extended feature,88.6,1175.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007291078305171,https://www.nli.org.il/he/authorities/987007291078305171,מצר פרקופ (אוקראינה),Perekop Isthmus (Ukraine),Q213214,https://www.wikidata.org/wiki/Q213214,isthmus,Isthmus of Perekop,1544,https://data.geo-kima.org/Places/Details/1544,מצר פרקופ (אוקראינה),Perekop Isthmus (Ukraine),1,settlement / point feature,76.3,,nli-034-dropped-zero,nli-034-dropped-zero,20260212-20260218,,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007393272005171,https://www.nli.org.il/he/authorities/987007393272005171,"אדלסברג (גמונדן על נהר ריין, גרמניה)","Adelsberg (Gemünden am Main, Germany)",Q355368,https://www.wikidata.org/wiki/Q355368,mountain,Adelsberg,26322,https://data.geo-kima.org/Places/Details/26322,"אדלסברג (גמונדן על נהר ריין, גרמניה)","Adelsberg (Gemünden am Main, Germany)",1,settlement / point feature,247.6,,homonym,two same-named places; which one did NLI mean,20260212-20260218,,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007537310005171,https://www.nli.org.il/he/authorities/987007537310005171,תעלת קרים הצפונית (אוקראינה),North Crimean Canal (Ukraine),Q735948,https://www.wikidata.org/wiki/Q735948,irrigation canal,North Crimean Canal,88958,https://data.geo-kima.org/Places/Details/88958,תעלת קרים הצפונית (אוקראינה),North Crimean Canal (Ukraine),0,no type recorded in Kima,258.7,402.6,extended-feature,both points lie on the feature — no real move,20260212-20260218,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007544554505171,https://www.nli.org.il/he/authorities/987007544554505171,אי המלך ג'ורג' (אנטארקטיקה),King George Island (Antarctica),Q859440,https://www.wikidata.org/wiki/Q859440,island,King George Island,80127,https://data.geo-kima.org/Places/Details/80127,אי המלך ג'ורג' (אנטארקטיקה),King George Island (Antarctica),0,no type recorded in Kima,55.6,95.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529375405171,https://www.nli.org.il/he/authorities/987007529375405171,נהר הבוג הדרומי (אוקראינה),Southern Bug River (Ukraine),Q188940,https://www.wikidata.org/wiki/Q188940,river,Southern Bug,76700,https://data.geo-kima.org/Places/Details/76700,נהר הבוג הדרומי (אוקראינה),Southern Bug River (Ukraine),0,no type recorded in Kima,504.8,806.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007536354805171,https://www.nli.org.il/he/authorities/987007536354805171,נהר פריפיאט (אוקראינה ובלארוס),Pripet River (Ukraine and Belarus),Q157042,https://www.wikidata.org/wiki/Q157042,river,Pripyat River,76043,https://data.geo-kima.org/Places/Details/76043,נהר פריפיאט (אוקראינה ובלארוס),Pripet River (Ukraine and Belarus),0,no type recorded in Kima,465.7,775.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007534589405171,https://www.nli.org.il/he/authorities/987007534589405171,נהר ארג'ש (רומניה),Argeș River (Romania),Q214811,https://www.wikidata.org/wiki/Q214811,river,Argeș River,81217,https://data.geo-kima.org/Places/Details/81217,"נהר ארג'ש (,רומניה)",Argeș River (Romania),0,no type recorded in Kima,213.8,350.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007534983005171,https://www.nli.org.il/he/authorities/987007534983005171,נהר אראס,Aras River,Q179751,https://www.wikidata.org/wiki/Q179751,river,Aras River,76757,https://data.geo-kima.org/Places/Details/76757,נהר אראס,Aras River,0,no type recorded in Kima,614.3,1072.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007565408105171,https://www.nli.org.il/he/authorities/987007565408105171,נהר איזונצו (סלובניה ואיטליה),Isonzo River (Slovenia and Italy),Q202760,https://www.wikidata.org/wiki/Q202760,main stem,Soča,2000,https://data.geo-kima.org/Places/Details/2000,נהר איזונצו (סלובניה ואיטליה),Isonzo River (Slovenia and Italy),1,settlement / point feature,46.8,138.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007560843605171,https://www.nli.org.il/he/authorities/987007560843605171,"אוקראינה, מערב","Ukraine, Western",Q1729457,https://www.wikidata.org/wiki/Q1729457,historical region,Western Ukraine,2324,https://data.geo-kima.org/Places/Details/2324,"אוקראינה, מערב","Ukraine, Western",0,no type recorded in Kima,81.5,408.8,extended-feature,both points lie on the feature — no real move,20260212-20260218,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007294753205171,https://www.nli.org.il/he/authorities/987007294753205171,נהר האמזונס,Amazon River,Q3783,https://www.wikidata.org/wiki/Q3783,river,,1935,https://data.geo-kima.org/Places/Details/1935,נהר האמזונס,Amazon River,0,no type recorded in Kima,1245.9,6400.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007543309705171,https://www.nli.org.il/he/authorities/987007543309705171,נהר גוואדאלקיוויר (ספרד),Guadalquivir River (Spain),Q14309,https://www.wikidata.org/wiki/Q14309,river / gold river / main stem,Guadalquivir,82419,https://data.geo-kima.org/Places/Details/82419,נהר גוואדאלקיוויר (ספרד),Guadalquivir River (Spain),0,no type recorded in Kima,321.0,657.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007530210205171,https://www.nli.org.il/he/authorities/987007530210205171,נהר טקזה (אתיופיה וסודאן),Tekeze River (Ethiopia and Sudan),Q843308,https://www.wikidata.org/wiki/Q843308,river,Tekezé River,85439,https://data.geo-kima.org/Places/Details/85439,נהר טקזה (אתיופיה וסודאן),Tekeze River (Ethiopia and Sudan),0,no type recorded in Kima,466.8,608.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007551216105171,https://www.nli.org.il/he/authorities/987007551216105171,"נהר ריו נגרו (ריו נגרו, ארגנטינה)","Negro River (Río Negro, Argentina)",Q817337,https://www.wikidata.org/wiki/Q817337,river,Río Negro,80073,https://data.geo-kima.org/Places/Details/80073,"נהר ריו נגרו (ריו נגרו, ארגנטינה)","Negro River (Río Negro, Argentina)",0,no type recorded in Kima,498.7,635.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007548642205171,https://www.nli.org.il/he/authorities/987007548642205171,נהר זאלה (גרמניה),Saale River (Germany),Q1678,https://www.wikidata.org/wiki/Q1678,river / geographical feature,Saale,72735,https://data.geo-kima.org/Places/Details/72735,נהר זאלה (גרמניה),Saale River (Germany),0,no type recorded in Kima,204.0,413.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007546517105171,https://www.nli.org.il/he/authorities/987007546517105171,נהר אוסומקינטה (גואטמלה ומקסיקו),Usumacinta River (Guatemala and Mexico),Q1139679,https://www.wikidata.org/wiki/Q1139679,river,Usumacinta River,88843,https://data.geo-kima.org/Places/Details/88843,נהר אוסומקינטה (גואטמלה ומקסיקו),Usumacinta River (Guatemala and Mexico),0,no type recorded in Kima,308.5,560.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007549680505171,https://www.nli.org.il/he/authorities/987007549680505171,רומנה (איטליה),Romagna (Italy),,,,,5323,https://data.geo-kima.org/Places/Details/5323,רומנה (איטליה),Romagna (Italy),1,settlement / point feature,101.3,161.4,extended-feature,both points lie on the feature — no real move,20260212-20260218,,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007542578805171,https://www.nli.org.il/he/authorities/987007542578805171,נהר צ'ובוט (ארגנטינה),Chubut River (Argentina),Q955354,https://www.wikidata.org/wiki/Q955354,river,Chubut River,71011,https://data.geo-kima.org/Places/Details/71011,נהר צ'ובוט (ארגנטינה),Chubut River (Argentina),0,no type recorded in Kima,425.6,810.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007560831605171,https://www.nli.org.il/he/authorities/987007560831605171,אולסטר (צפון אירלנד ואירלנד),Ulster (Northern Ireland and Ireland),Q115263046,https://www.wikidata.org/wiki/Q115263046,province of Ireland / geographic township of Ontario,Ulster,2326,https://data.geo-kima.org/Places/Details/2326,אולסטר (צפון אירלנד ואירלנד),Ulster (Northern Ireland and Ireland),1,settlement / point feature,41.3,165.2,extended-feature,both points lie on the feature — no real move,20260212-20260218,,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007563053405171,https://www.nli.org.il/he/authorities/987007563053405171,נהר איסקר (בולגריה),Iskŭr River (Bulgaria),Q217805,https://www.wikidata.org/wiki/Q217805,river,Iskar,82385,https://data.geo-kima.org/Places/Details/82385,נהר איסקר (בולגריה),Iskŭr River (Bulgaria),0,no type recorded in Kima,176.7,368.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007565893005171,https://www.nli.org.il/he/authorities/987007565893005171,נהר האדום (סין ווייטנאם),Red River (China and Vietnam),Q206850,https://www.wikidata.org/wiki/Q206850,river,Red River,70275,https://data.geo-kima.org/Places/Details/70275,נהר האדום (סין ווייטנאם),Red River (China and Vietnam),0,no type recorded in Kima,818.7,1149.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007570386105171,https://www.nli.org.il/he/authorities/987007570386105171,עמק הערבה (ישראל וירדן),Arava Valley (Israel and Jordan),Q626682,https://www.wikidata.org/wiki/Q626682,desert,Arabah,23128,https://data.geo-kima.org/Places/Details/23128,עמק ערבה (ישראל וירדן),Arava Valley (Israel and Jordan),0,no type recorded in Kima,27.9,175.0,extended-feature,both points lie on the feature — no real move,20260212-20260218,עמק,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007567857705171,https://www.nli.org.il/he/authorities/987007567857705171,אי הפסחא,Easter Island,Q14452,https://www.wikidata.org/wiki/Q14452,island / administrative territorial entity,Easter Island,1093,https://data.geo-kima.org/Places/Details/1093,אי הפסחא,Easter Island,2,region / extended feature,9345.6,24.0,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20260212-20260218,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007560192505171,https://www.nli.org.il/he/authorities/987007560192505171,אירופה המזרחית,"Europe, Eastern",Q27468,https://www.wikidata.org/wiki/Q27468,region,Eastern Europe,1414,https://data.geo-kima.org/Places/Details/1414,אירופה המזרחית,"Europe, Eastern",2,region / extended feature,2314.7,,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20260212-20260218,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007292985305171,https://www.nli.org.il/he/authorities/987007292985305171,קניון פאלו רורו (טקסס),Palo Duro Canyon (Tex.),Q1369399,https://www.wikidata.org/wiki/Q1369399,canyon,Palo Duro Canyon,1610,https://data.geo-kima.org/Places/Details/1610,קניון פאלו רורו (טקסס),Palo Duro Canyon (Tex.),1,settlement / point feature,74.9,,extended-feature,both points lie on the feature — no real move,20260219-20260225,קניון,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007282552005171,https://www.nli.org.il/he/authorities/987007282552005171,מפרץ ביסקאיה (צרפת וספרד),"Biscay, Bay of (France and Spain)",Q41573,https://www.wikidata.org/wiki/Q41573,bay,Bay of Biscay,1850,https://data.geo-kima.org/Places/Details/1850,מפרץ ביסקאיה (צרפת וספרד),"Biscay, Bay of (France and Spain)",1,settlement / point feature,168.9,593.7,extended-feature,both points lie on the feature — no real move,20260219-20260225,מפרץ,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007282303105171,https://www.nli.org.il/he/authorities/987007282303105171,הרי הבלקן (בולגריה),Balkan Mountains (Bulgaria),Q170427,https://www.wikidata.org/wiki/Q170427,mountain range,Balkan Mountains,1801,https://data.geo-kima.org/Places/Details/1801,הרי הבלקן (בולגריה),Balkan Mountains (Bulgaria),1,settlement / point feature,61.2,530.0,extended-feature,both points lie on the feature — no real move,20260219-20260225,הרי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007282537105171,https://www.nli.org.il/he/authorities/987007282537105171,הרי בוהמיה-מוראביה (צ'כיה),Bohemian-Moravian Highlands (Czech Republic),Q871238,https://www.wikidata.org/wiki/Q871238,mountain range / geomorphological region / Vrchovina / upland,Bohemian-Moravian Highlands,1871,https://data.geo-kima.org/Places/Details/1871,הרי בוהמיה-מורביה (צ'כיה),Bohemian-Moravian Highlands (Czech Republic),1,settlement / point feature,32.1,150.0,extended-feature,both points lie on the feature — no real move,20260219-20260225,הרי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007282406205171,https://www.nli.org.il/he/authorities/987007282406205171,ים בופור,Beaufort Sea,Q131274,https://www.wikidata.org/wiki/Q131274,sea,Beaufort Sea,1758,https://data.geo-kima.org/Places/Details/1758,ים בופור,Beaufort Sea,2,region / extended feature,233.8,476.1,extended-feature,both points lie on the feature — no real move,20260219-20260225,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007294727305171,https://www.nli.org.il/he/authorities/987007294727305171,הרי האנדס,Andes,Q5456,https://www.wikidata.org/wiki/Q5456,mountain range,Andes,1887,https://data.geo-kima.org/Places/Details/1887,הרי האנדס,Andes,2,region / extended feature,1438.4,7000.0,extended-feature,both points lie on the feature — no real move,20260219-20260225,הרי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007294887505171,https://www.nli.org.il/he/authorities/987007294887505171,הרי האלפים הצרפתיים (צרפת),"Alps, French (France)",Q1630884,https://www.wikidata.org/wiki/Q1630884,mountain range,French Alps,1924,https://data.geo-kima.org/Places/Details/1924,הרי האלפים הצרפתיים (צרפת),"Alps, French (France)",0,no type recorded in Kima,326.2,,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20260219-20260225,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529894805171,https://www.nli.org.il/he/authorities/987007529894805171,שמורת אינדיאנים רד לייק (מינסוטה),Red Lake Indian Reservation (Minn.),Q3509045,https://www.wikidata.org/wiki/Q3509045,Indian reservation of the United States,Red Lake Indian Reservation,4660,https://data.geo-kima.org/Places/Details/4660,שמורת אינדיאנים רד לייק (מינסוטה),Red Lake Indian Reservation (Minn.),1,settlement / point feature,20.4,,extended-feature,both points lie on the feature — no real move,20260219-20260225,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007541584805171,https://www.nli.org.il/he/authorities/987007541584805171,שמורת אינדיאנים פורט ברטהולד (דקוטה הצפונית),Fort Berthold Indian Reservation (N.D.),Q5470821,https://www.wikidata.org/wiki/Q5470821,Indian reservation of the United States,Fort Berthold Reservation,3532,https://data.geo-kima.org/Places/Details/3532,שמורת אינדיאנים פורט ברטהולד (צפון דקוטה),Fort Berthold Indian Reservation (N.D.),1,settlement / point feature,30.8,72.2,extended-feature,both points lie on the feature — no real move,20260219-20260225,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007534266205171,https://www.nli.org.il/he/authorities/987007534266205171,הרי הזגרוס (איראן ועיראק),Zagros Mountains (Iran and Iraq),Q167021,https://www.wikidata.org/wiki/Q167021,mountain range,Zagros Mountains,3691,https://data.geo-kima.org/Places/Details/3691,הרי הזגרוס (איראן ועיראק),Zagros Mountains (Iran and Iraq),1,settlement / point feature,135.1,1500.0,extended-feature,both points lie on the feature — no real move,20260219-20260225,הרי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007536566805171,https://www.nli.org.il/he/authorities/987007536566805171,שמורת חיות טימבאואטי (דרום אפריקה),Timbavati Game Reserve (South Africa),Q3528732,https://www.wikidata.org/wiki/Q3528732,game reserve,Timbavati Game Reserve,2312,https://data.geo-kima.org/Places/Details/2312,שמורת חיות טימבאואטי (דרום אפריקה),Timbavati Game Reserve (South Africa),1,settlement / point feature,129.8,,extended-feature,both points lie on the feature — no real move,20260219-20260225,שמורת,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007536069705171,https://www.nli.org.il/he/authorities/987007536069705171,הרי אלבורז (איראן),Elburz Mountains (Iran),Q484725,https://www.wikidata.org/wiki/Q484725,mountain range,Alborz,1072,https://data.geo-kima.org/Places/Details/1072,הרי אלבורז (איראן),Elburz Mountains (Iran),1,settlement / point feature,108.6,600.0,extended-feature,both points lie on the feature — no real move,20260219-20260225,הרי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007549075105171,https://www.nli.org.il/he/authorities/987007549075105171,מפרץ טאראנטו (איטליה),"Taranto, Gulf of (Italy)",Q192738,https://www.wikidata.org/wiki/Q192738,gulf,Gulf of Taranto,87402,https://data.geo-kima.org/Places/Details/87402,מפרץ טאראנטו (איטליה),"Taranto, Gulf of (Italy)",0,no type recorded in Kima,28.0,,extended-feature,both points lie on the feature — no real move,20260219-20260225,מפרץ,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007549583305171,https://www.nli.org.il/he/authorities/987007549583305171,אי אמסטרדם (טריטוריה אוסטרלית ואנטארקטית צרפתית),Amsterdam Island (Terres australes et antarctiques françaises),Q2011634,https://www.wikidata.org/wiki/Q2011634,islet,Yef Miossu,5484,https://data.geo-kima.org/Places/Details/5484,אי אמסטרדם (טריטוריה אוסטרלית ואנטארקטית צרפתית),Amsterdam Island (Terres australes et antarctiques françaises),1,settlement / point feature,6957.9,1.1,kima-geonames-wrong,kima-geonames-wrong,20260219-20260225,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007531763005171,https://www.nli.org.il/he/authorities/987007531763005171,נהר סנגל,Senegal River,Q3569,https://www.wikidata.org/wiki/Q3569,river,Senegal River,2086,https://data.geo-kima.org/Places/Details/2086,נהר סנגל,Senegal River,2,region / extended feature,651.6,1050.0,extended-feature,both points lie on the feature — no real move,20260219-20260225,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007539196605171,https://www.nli.org.il/he/authorities/987007539196605171,איי קרוזט,Crozet Islands,Q49297071,https://www.wikidata.org/wiki/Q49297071,island group,,3278,https://data.geo-kima.org/Places/Details/3278,איי קרוזט,Crozet Islands,2,region / extended feature,89.8,,extended-feature,both points lie on the feature — no real move,20260219-20260225,איי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007551185205171,https://www.nli.org.il/he/authorities/987007551185205171,נהר סקרמנטו (קליפורניה),Sacramento River (Calif.),Q335575,https://www.wikidata.org/wiki/Q335575,river,Sacramento River,2016,https://data.geo-kima.org/Places/Details/2016,נהר סקרמנטו (קליפורניה),Sacramento River (Calif.),1,settlement / point feature,299.1,719.0,extended-feature,both points lie on the feature — no real move,20260219-20260225,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529918305171,https://www.nli.org.il/he/authorities/987007529918305171,חצי האי קיאי (יפן),Kii Peninsula (Japan),Q1053290,https://www.wikidata.org/wiki/Q1053290,peninsula,Kii Peninsula,3288,https://data.geo-kima.org/Places/Details/3288,חצי האי קיאי (יפן),Kii Peninsula (Japan),1,settlement / point feature,38.6,,extended-feature,both points lie on the feature — no real move,20260219-20260225,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007543236705171,https://www.nli.org.il/he/authorities/987007543236705171,אלפים הדאופיניים (צרפת),Dauphiné Alps (France),Q743382,https://www.wikidata.org/wiki/Q743382,alpine section / mountain range,Dauphiné Alps,1012,https://data.geo-kima.org/Places/Details/1012,אלפים הדאופיניים (צרפת),Dauphiné Alps (France),1,settlement / point feature,35.3,179.9,extended-feature,both points lie on the feature — no real move,20260219-20260225,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
